outcome,predictor,logloss_age,logloss_age_plus_pred,logloss_pred_alone,gain_added_to_age
Q13,Marital status,0.6171468156224239,0.616522231986593,0.61869240572591,0.0006245836358309553
Q14,Sex,0.6832366205495639,0.6836107847859052,0.6934347608054715,-0.00037416423634129004
Q14,Education (3-level),0.6832366205495639,0.6799415415077392,0.6859922810595127,0.003295079041824689
Q14,Personal income (3-level),0.6832366205495639,0.6761855484988903,0.6819600552687357,0.007051072050673568
Q14,Religiosity,0.6832366205495639,0.6750672818487503,0.6829791048373866,0.0081693387008136
Q14,Subjective social class,0.6832366205495639,0.6807449941915055,0.6905034498122281,0.002491626358058441
Q14,Employment status,0.6832366205495639,0.6835239055557267,0.6891766569994902,-0.0002872850061628185
Q14,Marital status,0.6832366205495639,0.6832424499951533,0.6917670150140587,-5.829445589355942e-06
Q15,Sex,0.3745926644553679,0.3750487481531737,0.374683532460008,-0.00045608369780580915
Q15,Education (3-level),0.3745926644553679,0.37503220251430597,0.3745461538848954,-0.0004395380589380937
Q15,Personal income (3-level),0.3745926644553679,0.3745943310103363,0.37405192483110444,-1.6665549684158343e-06
Q15,Religiosity,0.3745926644553679,0.2614550082744527,0.2605805348285672,0.11313765618091515
Q15,Subjective social class,0.3745926644553679,0.37445137119918076,0.37404931087770615,0.00014129325618711386
Q15,Employment status,0.3745926644553679,0.3737077154202694,0.3729444057308656,0.0008849490350984479
Q15,Marital status,0.3745926644553679,0.37186586467530514,0.3714319165171288,0.0027267997800627386
Q16,Sex,0.6764974221699026,0.6768391320893353,0.6750355115124215,-0.00034170991943272
Q16,Education (3-level),0.6764974221699026,0.675645400356979,0.6739999019404579,0.0008520218129236534
Q16,Personal income (3-level),0.6764974221699026,0.6764666567895997,0.6746685469549868,3.0765380302888445e-05
Q16,Religiosity,0.6764974221699026,0.6773479310507993,0.675416213140805,-0.000850508880896661
Q16,Subjective social class,0.6764974221699026,0.6735350447080724,0.6716337594223675,0.0029623774618302567
Q16,Employment status,0.6764974221699026,0.6777315306474534,0.6762507117259415,-0.0012341084775507882
Q16,Marital status,0.6764974221699026,0.6751272008477573,0.6734471264372948,0.0013702213221452597
Q17,Sex,0.4855182190950854,0.4851706731184355,0.4898453716914585,0.00034754597664993225
Q17,Education (3-level),0.4855182190950854,0.4736174799615168,0.4750494679231183,0.011900739133568594
Q17,Personal income (3-level),0.4855182190950854,0.4816890282321128,0.4841592927320996,0.00382919086297262
Q17,Religiosity,0.4855182190950854,0.48165420953782434,0.48541509536522864,0.003864009557261072
Q17,Subjective social class,0.4855182190950854,0.48448872241311164,0.48934761695873447,0.0010294966819737739
Q17,Employment status,0.4855182190950854,0.4819367766209387,0.48294213260538543,0.003581442474146712
Q17,Marital status,0.4855182190950854,0.4859789299838149,0.4904382787045133,-0.0004607108887295097
Q18,Sex,0.4981456360436538,0.49705208456990474,0.4986801541424886,0.001093551473749066
Q18,Education (3-level),0.4981456360436538,0.49956895330592277,0.5010270539591234,-0.0014233172622689638
Q18,Personal income (3-level),0.4981456360436538,0.4982653911488977,0.4996461873225691,-0.00011975510524386834
Q18,Religiosity,0.4981456360436538,0.4951624843086183,0.49652928028527377,0.002983151735035494
Q18,Subjective social class,0.4981456360436538,0.4951431851989628,0.4963495694598957,0.003002450844691029
