id,cluster,prob_cluster_0,prob_cluster_1
280.0,1,5.53379923702262e-29,1.0
281.0,1,0.003363308389169223,0.9966366916108256
282.0,0,1.0,3.0629071789404265e-15
283.0,1,2.7742103897138537e-13,0.9999999999997158
284.0,0,1.0,5.513690935925093e-22
285.0,1,8.115263907446598e-16,1.0
286.0,1,4.936124666492571e-15,1.0
287.0,0,0.9999422546229342,5.774537705406171e-05
288.0,0,0.9999999999967315,3.256001337392027e-12
289.0,0,1.0,3.062521349810154e-25
290.0,1,1.304335355440606e-60,1.0
291.0,1,4.7886576079855136e-14,0.9999999999999432
292.0,1,0.006081954587633327,0.9939180454123551
293.0,0,0.9999996420207894,3.5797918887120727e-07
294.0,1,2.0701734420581606e-15,1.0
295.0,1,0.0011516169428998342,0.9988483830570848
296.0,0,1.0,1.1374263527147401e-27
297.0,1,3.1392985090949216e-23,1.0
298.0,1,1.4054172106193676e-05,0.999985945827883
299.0,1,1.0775685632828867e-54,1.0
300.0,0,0.9985907967553881,0.0014092032446167367
301.0,0,1.0,3.1505678005102848e-27
302.0,1,1.9522477949141115e-25,1.0
303.0,1,9.359310110449452e-07,0.999999064068999
304.0,1,3.2988277218035904e-40,1.0
305.0,1,0.1117938111275462,0.888206188872478
306.0,1,2.307230267993362e-17,1.0
307.0,1,2.2501096354534715e-72,1.0
308.0,0,1.0,1.011371778678538e-30
309.0,1,2.3976047682729433e-13,0.9999999999997726
310.0,0,0.9994921823908651,0.0005078176091574189
311.0,0,1.0,1.2981629090140503e-17
312.0,1,1.1618166554102621e-57,1.0
313.0,0,0.9999837996719273,1.6200328062838977e-05
314.0,1,3.720211658395295e-07,0.9999996279788216
315.0,0,0.9850075553733936,0.01499244462659562
316.0,1,1.0210235117578657e-12,0.9999999999989768
317.0,0,1.0,1.3052798814253632e-23
318.0,1,5.754947943699063e-22,1.0
319.0,1,3.653923034783003e-43,1.0
320.0,1,1.4894574559365652e-17,1.0
321.0,1,1.0048921848137122e-30,1.0
322.0,1,1.305007599563133e-43,1.0
323.0,0,1.0,8.25598786180072e-27
324.0,0,1.0,2.8440362005208537e-31
325.0,0,1.0,7.501654648014602e-18
326.0,1,1.5182063839772312e-16,1.0
327.0,1,1.2930273941793351e-24,1.0
328.0,0,1.0,1.823205961885699e-35
329.0,0,0.9999999995648068,4.3519162496284374e-10
330.0,1,3.810144592345574e-23,1.0
331.0,1,2.3900835995173673e-64,1.0
332.0,0,0.9999999999997726,2.1561516707629382e-13
333.0,0,0.9999999999867555,1.3240028040354815e-11
334.0,1,8.505102809657499e-13,0.9999999999991473
335.0,0,0.999845569781821,0.0001544302181562181
336.0,1,7.651486536006728e-27,1.0
337.0,1,3.524616734961419e-30,1.0
338.0,0,0.9999999999938609,6.1172359450850854e-12
339.0,1,1.8346651905112917e-17,1.0
340.0,1,2.5596294574567204e-24,1.0
341.0,0,1.0,2.9885769042460177e-18
342.0,0,0.9999998238645431,1.7613545091525904e-07
343.0,0,0.9999999999240003,7.59762575464243e-11
344.0,1,1.2176272798389161e-42,1.0
