id,cluster,prob_cluster_0,prob_cluster_1,prob_cluster_2
667.0,1,0.0013131104580075548,0.9986868895417947,1.9618313960816857e-13
668.0,0,1.0,2.866721512637657e-162,2.3659912252761494e-187
669.0,2,8.695333527624454e-22,2.647195538009446e-07,0.9999997352804608
670.0,2,1.9518906647991218e-38,3.5690432650469265e-15,1.0
671.0,2,9.33500897380055e-09,1.420205785531501e-07,0.9999998486444043
672.0,2,2.615773516637376e-28,0.0001499535063672041,0.9998500464936455
673.0,2,1.5623704068759887e-33,5.295191267650202e-36,1.0
674.0,1,6.408715888782227e-10,0.9999858120300846,1.4187329051760765e-05
675.0,1,1.6474585985283755e-10,0.999996987661849,3.0121734055784444e-06
676.0,1,1.0016771518313644e-14,1.0,1.2915697956251974e-25
677.0,0,1.0,4.3221684755401384e-40,2.978155427115018e-122
678.0,2,9.480769681957583e-27,4.4213550949728086e-32,1.0
679.0,2,8.140435221511627e-40,1.3278188487797356e-38,1.0
680.0,2,0.00016109726439461137,3.588246280526124e-13,0.9998389027352697
681.0,2,4.0140799946241365e-36,1.7127842138629926e-05,0.9999828721578568
682.0,2,2.3425936096865185e-12,0.0003841500795446711,0.9996158499181025
683.0,1,1.5436640419422197e-21,1.0,2.7994964834451326e-47
684.0,0,1.0,5.483619321722569e-85,2.623826333988457e-24
685.0,0,1.0,2.3938292023743812e-21,3.1684996861537795e-83
686.0,2,1.3590623947477347e-29,4.623560300731114e-27,1.0
687.0,1,4.635684650476599e-29,1.0,7.935748065329099e-22
688.0,0,1.0,2.090841379781514e-42,1.819180999638913e-38
689.0,2,4.113920229023812e-34,8.257730773651388e-22,1.0
690.0,2,8.273472805454092e-17,6.325641208881057e-10,0.9999999993674464
691.0,0,1.0,3.209276892063867e-35,5.450423059720227e-48
692.0,2,1.47006394174917e-23,5.207385744381745e-18,1.0
693.0,0,0.9999990159352318,2.1527688421939143e-13,9.84064538666561e-07
694.0,2,1.931689674259205e-28,4.764828016720026e-71,1.0
695.0,1,4.4197303795584e-10,0.999999999558014,4.570433205828809e-18
696.0,1,6.318880046181372e-08,0.9999999368112091,1.2252186324913926e-88
697.0,1,3.996959037954339e-18,1.0,1.4346179103345165e-24
